month,lon_min,lat_min,lon_max,lat_max,shape_rows,shape_cols,total_pixels,valid_pixels,valid_frac,low_cvg_frac,rad_mean,rad_p50,rad_p95,rad_p99,rad_max,lit_threshold_rad,lit_frac,log_rad_mean,log_rad_p50,log_rad_p95,log_rad_p99,cvg_min,cvg_median,cvg_max
2018-06,88.0,21.3,89.3,22.6,312,312,97344,90823,0.9330107659434582,0.0669892340565417,1.881700888755692,0.449999988079071,4.710000038146973,34.60459899902336,1709.449951171875,2.119999885559082,0.0997764883344527,-0.1902628180201543,-0.3467865326317293,0.673021002853196,1.5391336809260343,0.0,4.0,10.0
2018-01,88.0,21.3,89.3,22.6,312,312,97344,97343,0.9999897271531888,1.027284681130835e-05,1.5130480875986732,0.1500000059604644,3.940000057220459,34.47740058898931,463.8699951171875,2.190000057220459,0.0996681836392961,-0.5678611320015613,-0.8239058284002269,0.5954963383598254,1.5375344874489063,1.0,17.0,18.0
2018-06,88.0,21.3,89.3,22.6,312,312,97344,90823,0.9330107659434582,0.0669892340565417,1.881700888755692,0.449999988079071,4.710000038146973,34.60459899902336,1709.449951171875,2.119999885559082,0.0997764883344527,-0.1902628180201543,-0.3467865326317293,0.673021002853196,1.5391336809260343,0.0,4.0,10.0
2018-01,88.0,21.3,89.3,22.6,312,312,97344,97343,0.9999897271531888,1.027284681130835e-05,1.5130480875986732,0.1500000059604644,3.940000057220459,34.47740058898931,463.8699951171875,2.190000057220459,0.0996681836392961,-0.5678611320015613,-0.8239058284002269,0.5954963383598254,1.5375344874489063,1.0,17.0,18.0
2019-04,88.0,21.3,89.3,22.6,312,312,97344,97344,1.0,0.0,1.4697968039501985,0.3400000035762787,3.740000009536743,30.010000228881836,339.82000732421875,1.940000057220459,0.0996568869165023,-0.27088500466415694,-0.4685198010548133,0.5728717194294047,1.477266013208811,5.0,10.0,14.0
